Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Bvlgari Le Gemme Calaluna,1523 SAR,"A feminine fragrance with White Iris that adds harmony and romantic touch. This fragrance leaves comfort and protection feelings with its white, milky fragrance of Heliotrope flowers and Sandalwood.
About the brand:
Bvlgari is an ancient Italian parfume house founded by Sotrios Voulgary in Italy in 1884 and has replaced the letter ""U"" with the letter ""V"" in the name of the company following the old Latin language which is the language of his native country Greece, and opened the first outlet for parfumes produced in 1905 in Via de Condotti Here he presented a collection of the most luxurious and elegant men and women parfumes, and soon became famous and opened sales outlets in the international markets in New York, Geneva and others around the world.",none,none,"['Bvlgari', 'Women', 'Perfume', 'Sophisticated', 'Woody Oriental', '100 ml', '2014', 'Sandalwood, Cardamom, Musk Mallow, Pear, White Iris, Milk.', 'Eau de Parfum']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_bvlgari_perfumes_le_gemme_calaluna_for_women_eau_de_perfum.jpg,Bvlgari,Women,Perfume,Sophisticated,Woody Oriental,100 ml,2014,"Sandalwood, Cardamom, Musk Mallow, Pear, White Iris, Milk.",Eau de Parfum,,,
Bvlgari Le Gemme Maravilla,1523 SAR,"This fragrance is taking you to a journey into the Iberian Peninsula with its sunny morning and a luminous stone. This elegant scent combines with citrus notes and sweet peach. A chypre fragrance mixes with Orange Flower and Patchouli that adds fortify and energy sense of the Mediterranean light.
About the brand:
Bvlgari is an ancient Italian parfume house founded by Sotrios Voulgary in Italy in 1884 and has replaced the letter ""U"" with the letter ""V"" in the name of the company following the old Latin language which is the language of his native country Greece, and opened the first outlet for parfumes produced in 1905 in Via de Condotti Here he presented a collection of the most luxurious and elegant men and women parfumes, and soon became famous and opened sales outlets in the international markets in New York, Geneva and others around the world.",none,none,"['Bvlgari', 'Women', 'Perfume', 'Extravagant', 'Citrus', '100 ml', '2014', 'Neroli, Italian Lemon, Patchouli, Peach, Jasmine', 'Eau de Parfum']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_bvlgari_perfumes_le_gemme_maravilla_for_women_eau_de_perfum.jpg,Bvlgari,Women,Perfume,Extravagant,Citrus,100 ml,2014,"Neroli, Italian Lemon, Patchouli, Peach, Jasmine",Eau de Parfum,,,
Boucheron Ambre D'Alexandrie,1024 SAR,"An aromatic oriental blend for men and women that mixes with tobacco, benzoin and amber. This fragrance combines with soft vanilla that makes the fragrance suitable for all occasions, evening parties and busy days
About the brand:
Boucheron is a large French family whose founder was Friedrich Boucheron in 1958, the family became famous for making precious and luxurious jewelry and opened the first boutique at Place Vendôme in Paris to offer that jewelry to the public and then invaded the world of parfumes for the first time in 1988 and the first parfume launched in this year is parfume The women's Bushoron, which soon spread to France and abroad",none,none,"['Boucheron', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '125 ml', '2017', 'Tobacco, Benzene, Vanilla, Amber, Labnadum, Musk, Amber Stones', 'Eau de Parfum', 'Tobacco, gasoline, vanilla', 'Amber Stones, Labnum', 'Musk, amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_boucheron_perfumes_ambre_d_alexandrie_for_unisex_eau_de_perfum.jpg,Boucheron,Unisex,Perfume,Charismatic,Oriental,125 ml,2017,"Tobacco, Benzene, Vanilla, Amber, Labnadum, Musk, Amber Stones",Eau de Parfum,"Tobacco, gasoline, vanilla","Amber Stones, Labnum","Musk, amber"
Boucheron Neroli D'Ispahan,1023 SAR,"This parfume inspired by charming nature with ginger and pink pepper that mixes with spicy cardamom. This fragrance combines Neroli and white musk to enjoy the strength and high sense of confidant that lasts for long hours.
About the brand:
Boucheron is a large French family whose founder was Friedrich Boucheron in 1958, the family became famous for making precious and luxurious jewelry and opened the first boutique at Place Vendôme in Paris to offer that jewelry to the public and then invaded the world of parfumes for the first time in 1988 and the first parfume launched in this year is parfume The women's Bushoron, which soon spread to France and abroad",none,none,"['Boucheron', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '125 ml', '2017', 'Ginger, elmy, cardamom, pink pepper, neroli, lapadinum, ambroxan, patchouli, white musk', 'Eau de Parfum', 'Ginger, Elmi, Cardamom', 'Pink pepper, neroli, ladenum', 'Ambroxan, patchouli, white musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_boucheron_perfumes_neroli_d_ispahan_for_unisex_eau_de_perfum.jpg,Boucheron,Unisex,Perfume,Charismatic,Oriental,125 ml,2017,"Ginger, elmy, cardamom, pink pepper, neroli, lapadinum, ambroxan, patchouli, white musk",Eau de Parfum,"Ginger, Elmi, Cardamom","Pink pepper, neroli, ladenum","Ambroxan, patchouli, white musk"
Alexandre.J The Collector Altesse Mysore,620 SAR,"This luxurious perfume is an Oriental Floral fragrance for women. The bottle defines royalty and luxury. The high notes consist of pink pepper, spices, and elemi; mid notes consist of jasmine and rose; bottom notes consist of balsam fir, amber wood and woody notes.
About the brand:
Alexandre.J, a creative french designer launched his fragrance brand in 2012 with a single predisposition that frees him from the traditional perfumery to his perfumery vision of beauty, luxurious packing, and exceptional fragrances.",none,none,"['Alexandre.J', 'Women', 'Perfume', 'Romantic', 'Floral', '100 ml', '2017', 'Alcohol Denat., Parfum, Aqua, Benzyl Salicylate, Hydroxycitronellal, Citronellol, Limonene, Geraniol, Benzyl Alcohol, Benzyl Benzoate, Linalool, Eugenol, Farnesol, Isoeugenol', 'Eau de Parfum', 'Pink Peppercorns, Elemi, Ambroxan', 'Plum, Bulgarian Rose, Jasmine', 'Virginia Cedar, Benzoin, Patchouli, Vanilla, White Musk, Amber Wood']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_alexandre_j_perfumes_the_collector_altesse_mysore_for_women_eau_de_perfum.jpg,Alexandre.J,Women,Perfume,Romantic,Floral,100 ml,2017,"Alcohol Denat., Parfum, Aqua, Benzyl Salicylate, Hydroxycitronellal, Citronellol, Limonene, Geraniol, Benzyl Alcohol, Benzyl Benzoate, Linalool, Eugenol, Farnesol, Isoeugenol",Eau de Parfum,"Pink Peppercorns, Elemi, Ambroxan","Plum, Bulgarian Rose, Jasmine","Virginia Cedar, Benzoin, Patchouli, Vanilla, White Musk, Amber Wood"
Elizabeth Arden Green Tea Bamboo,111 SAR,"Elizabeth Arden Green Tea Bamboo is a relaxing and refreshing fragrance for women. This perfume is classy and glamorous. This perfume opens with a harmonious blend of sparkling lemon, calming bergamot, grapefruit, relaxing bamboo, sweet tamarind and galbanum. The heart beats with a touch of deep green tea accord, violet leaves, sweet cucumber and syringa Scent Trek™. The dry-down is mellow with soft musk, white birch, lentisque resin, moss, Italian orris and mate. Elizabeth Arden Green Tea Bamboo transmits tranquility, freshness and sparkly sweetness; making it ideal for summertime, holidays and love stories.",none,none,"['Elizabeth Arden', 'Women', 'Perfume', 'Feminine', 'Floral', '100 ml', '2017', 'Grapefruit, Lemon, Bergamot, Bamboo, Tamarind, Galbanum, Green Tea, Violet Leaf, Cucumber, Musk, Woody Notes, Orris Root, Mate.', 'Eau de Parfum', 'Bergamot, Grapefruit, Lemon, Bamboo, Tamarind, Tree Leaves, Galbanum', 'Green tea, Cucumber, Violet leaf, Syringa', 'Musk, Woody notes, Mastic resin, Orris root, Mate']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elizabeth_arden_green_tea_bamboo_edt_100_ml.jpg,Elizabeth Arden,Women,Perfume,Feminine,Floral,100 ml,2017,"Grapefruit, Lemon, Bergamot, Bamboo, Tamarind, Galbanum, Green Tea, Violet Leaf, Cucumber, Musk, Woody Notes, Orris Root, Mate.",Eau de Parfum,"Bergamot, Grapefruit, Lemon, Bamboo, Tamarind, Tree Leaves, Galbanum","Green tea, Cucumber, Violet leaf, Syringa","Musk, Woody notes, Mastic resin, Orris root, Mate"
Bottega Veneta Bottega Veneta,597 SAR,"A rich and exciting fragrance that creat luxurious memories that inspired in an old house in the Veneto region of Italy surrounded by green hills that adds charm and fresh sense. It comes with an attractive curved bottle for your luxury.
About the brand:
Bottega Veneta is an Italian fashion and leather house established in 1966 and excelled in providing distinctive and new in her space, but parfumes were a new individual from the house its first launch in 2011 and used a number of the most famous aromatic noses and produced a group of the most luxurious and finest parfumes that spread in the global markets quickly",none,none,"['Bottega Veneta', 'Women', 'Perfume', 'Classical', 'Arabian', '75 ml', '2011', 'Pink pepper, bergamot, jasmine, leather, algae, patchouli', 'Eau de Parfum', 'Pink pepper, bergamot', 'Jasmine', 'Leather, algae, patchouli']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/2/12_bottega_veneta_for_her_edp_women_1.jpg,Bottega Veneta,Women,Perfume,Classical,Arabian,75 ml,2011,"Pink pepper, bergamot, jasmine, leather, algae, patchouli",Eau de Parfum,"Pink pepper, bergamot",Jasmine,"Leather, algae, patchouli"
Thierry Mugler Miroir Des Majestes,577 SAR,"Thierry Mugler Miroir Des Majestes a floral oriental fragrance for women. This is one absolutely stunning fragrance with unique bottle. It is sweet, spicy, warm and Longevity. Suitable for night and special occasions.",5,1 Rating,"['Thierry Mugler', 'Women', 'Perfume', 'Romantic', 'Floral,Oriental', '50 ml', '2012', 'Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.', 'Eau de Parfum']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_thierry_mugler_perfumes_miroir_des_majestes_for_women_eau_de_perfum.jpg,Thierry Mugler,Women,Perfume,Romantic,"Floral,Oriental",50 ml,2012,"Cardamom, Coriander, Jasmine, Orange Blossom, Suede, Amber, Agarwood.",Eau de Parfum,,,
Tiffany & Co. Tiffany,688 SAR,"Tiffany an amazing floral fragrance for women.This perfume represents an extraordinary mix of the finest materials. Very beautiful, fresh, cool and sweet scent. Suitable for spring and summer seasons.
About the brand:
The company started 1837 inEurope, and was founded by (Charles Louis Tiffany) and (Teddy Young). It was initially a fancy goods and stationery store. In 1853, when Charles received the company, he started selling jewelry and the company began to expand. Its New York headquarters is considered one of the most famous buildings in New York City..",none,none,"['Tiffany & Co', 'Women', 'Perfume', 'Feminine', 'Floral', '75ml', '2017', 'Noble Iris, Patchouli and musk, Vert de mandarine', 'Eau de Parfum', 'Green Mandarin', 'iris', 'Patchouli and musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_tiffany_co_perfumes_tiffany_for_women_eau_de_perfum.jpg,Tiffany & Co,Women,Perfume,Feminine,Floral,75ml,2017,"Noble Iris, Patchouli and musk, Vert de mandarine",Eau de Parfum,Green Mandarin,iris,Patchouli and musk
Versace Red Jeans Women,122 SAR,"A fruity floral fragrance, possessing a youthful and modern spirit and refreshes your heart, with a wonderful mixture of peach, violet, and sandalwood.
About the brand:
Versace deserves no introduction. It produces luxury Italian-made ready-to-wear and leather accessories. Versace has also succeeded in introducing and promoting a wide variety of perfumes for men and women.",none,none,"['Versace', 'Women', 'Perfume', 'Extravagant', 'Floral', '75 ml', '1994', 'peach, apricot, freesia, blackcurrant, lily-of-the-valley, violet, water lily, rose, sandalwood, musk, vanilla', 'Eau de Toilette', 'peach, apricot, freesia, blackcurrant', 'lily-of-the-valley, violet, water lily, rose,', 'sandalwood, musk, vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_versace_perfumes_red_jeans_women_for_women_eau_de_toilette.jpg,Versace,Women,Perfume,Extravagant,Floral,75 ml,1994,"peach, apricot, freesia, blackcurrant, lily-of-the-valley, violet, water lily, rose, sandalwood, musk, vanilla",Eau de Toilette,"peach, apricot, freesia, blackcurrant","lily-of-the-valley, violet, water lily, rose,","sandalwood, musk, vanilla"
Van Cleef & Arpels California Reverie,732 SAR,"Van Cleef & Arpels California Reverie EDP is a women fragrance filled with acidic and sunny notes on layers of seductive flowers. The parfume contains a mixture of mandarin orange, orange blossom, frangipani, beeswax and vanilla.
About the brand:
Van Cleef & Arpels is one of the leading brands in the world of jewelry, watches and parfumes, which was founded in 1896 by Salmon Arpels and Alfred Van Cleef. They opened their first store in Paris in 1906.",none,none,"['Van Cleef & Arpels', 'Women', 'Perfume', 'Romantic', 'Floral', '75 ml', '2014', 'Mandarin Orange, Neroli, Jasmine Sambac, Frangipani, Beeswax, Vanilla.', 'Eau de Parfum', 'Mandarin orange blossom.', 'Ful and frangipani.', 'Beeswax and vanilla.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_van_cleef___arpels_perfumes_california_reverie_for_women_eau_de_perfum.jpg,Van Cleef & Arpels,Women,Perfume,Romantic,Floral,75 ml,2014,"Mandarin Orange, Neroli, Jasmine Sambac, Frangipani, Beeswax, Vanilla.",Eau de Parfum,Mandarin orange blossom.,Ful and frangipani.,Beeswax and vanilla.
Van Cleef & Arpels Gardenia Petale,732 SAR,"Van Cleef & Arpels Gardenia Petal EDP is a stylish, generous, luxurious fragrance that awakens the senses; Gardenia Petal captures all stages in the life of the gardenia flower. The parfume, high quality, compositions opens with an inimitable accord of fresh, green and citrus notes, followed by floral touches of delicate lily-of-the-valley and exotic jasmine and finishing with the elegant, femininity of gardenia flowers in full bloom at dawn.
About the brand:
Van Cleef & Arpels is one of the leading brands in the world of jewelry, watches and parfumes, which was founded in 1896 by Salmon Arpels and Alfred Van Cleef. They opened their first store in Paris in 1906.",none,none,"['Van Cleef & Arpels', 'Women', 'Perfume', 'Romantic', 'Floral', '75 ml', '2009', 'White flowers, gardenia, herbal scents, citrus fruits, lily of the valley and jasmine.', 'Eau de Parfum', 'White flowers, and gardenia', 'Herbal scents, and citrus fruits', 'lily of the valley and jasmine.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_van_cleef___arpels_perfumes_gardenia_petale_for_women_eau_de_perfum.jpg,Van Cleef & Arpels,Women,Perfume,Romantic,Floral,75 ml,2009,"White flowers, gardenia, herbal scents, citrus fruits, lily of the valley and jasmine.",Eau de Parfum,"White flowers, and gardenia","Herbal scents, and citrus fruits",lily of the valley and jasmine.
Trussardi My Scent,205 SAR,"Trussardi My Scent comes with a fragrance featuring a delicate floral bouquet combined with the sensuality of noble ingredients that tell the story of timeless femininity. The product features classic notes of white flowers, orange, and jasmine. It provides a fruity finish and vibrant with the contemporary nuance of soft, velvety musk and honey.
About the brand:
Trussardi presents a line of Jeans clothing, accessories and small leather goods and has a vast portfolio of designer products, home furnishings, fragrances, glasses, and numerous licensing deals. The brand has its has a presence in 47 countries with its Trussardi and Trussardi Jeans lines and licensing deals, with a unique and select network of over 160 single-brand stores in Italy, Europe and Asia, as well as over 1,800 multi-brand points of sale, shop-in-shops and department stores and the new e-commerce site",none,none,"['Trussardi', 'Women', 'Perfume', 'Feminine', 'Floral', '100 ml', '2015', 'White Flowers, Orange, Jasmine, Pear, Lilac, Rose, Serenolide Molecule, Musk, Honey', 'Eau de Toilette', 'White Flowers, Orange, Jasmine, Pear', 'Lilac, Rose', 'Serenolide Molecule, Musk, Honey']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_trussardi_perfumes_my_scent_for_women_eau_de_toilette.jpg,Trussardi,Women,Perfume,Feminine,Floral,100 ml,2015,"White Flowers, Orange, Jasmine, Pear, Lilac, Rose, Serenolide Molecule, Musk, Honey",Eau de Toilette,"White Flowers, Orange, Jasmine, Pear","Lilac, Rose","Serenolide Molecule, Musk, Honey"
Thierry Mugler Womanity,576 SAR,"Thierry Mugler Womanity a beautiful sweet fragrance for women. Beautiful, sweet and strong scent which lasts all day, which makes you feel refresh and cool. Suitable for summertime.",none,none,"['Thierry Mugler', 'Women', 'Perfume', 'Glamorous', 'Fruity', '80 ml', '2010', 'Fig, Caviar, Fig Tree, Fig Leaf.', 'Eau de Parfum']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_thierry_mugler_perfumes_womanity_for_women_eau_de_perfum.jpg,Thierry Mugler,Women,Perfume,Glamorous,Fruity,80 ml,2010,"Fig, Caviar, Fig Tree, Fig Leaf.",Eau de Parfum,,,
Salvatore Ferragamo Incanto Heaven,151 SAR,"Salvatore Ferragamo Incanto Heaven is a feminine, floral-fruity composition which was launched in the year 2007. The top notes of the perfume are a mix of grapefruit and sering flowers and apple notes. The heart notes are floral notes of a blend of peony and hibiscus with the fruity touch of apricot. The base notes are violet, musk and iris root.
About the brand:
The foundation stone of the Salvatore Ferragamo S.P.A. company was laid in the year 1927. Ferragamo Group is the subsidiary of this company. The Ferragamo Group is referred to as a leading player in the luxury goods industry. It crafts, manufactures and sells footwear, leather goods, silk products, clothing, accessories, eyewear, watches, and perfumes. The group has coverage over European, American and Asian markets.",none,none,"['Salvatore Ferragamo', 'Women', 'Perfume', 'Feminine', 'Floral', '100 ml', '2007', 'Searing flower, Grapefruit, Apple, Pink Peony, Apricot, Hibiscus Flower Tea, Violet, Iris, Musk', 'Eau de Toilette', 'Searing Flower, Grapefruit, Apple', 'Pink Peony, Apricot, Hibiscus Flower Tea', 'Violet, Iris, Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_salvadore_ferragamo_perfumes_incanto_heaven_for_women_eau_de_toilette.jpg,Salvatore Ferragamo,Women,Perfume,Feminine,Floral,100 ml,2007,"Searing flower, Grapefruit, Apple, Pink Peony, Apricot, Hibiscus Flower Tea, Violet, Iris, Musk",Eau de Toilette,"Searing Flower, Grapefruit, Apple","Pink Peony, Apricot, Hibiscus Flower Tea","Violet, Iris, Musk"
Dolce & Gabbana Light Blue Eau Intense,299 SAR,"Fragrance infused with feminine floral accents, suitable for the summer, combining sensuality and freshness at the same time to give you an unparalleled feeling, with a wonderful mixture of lemon, jasmine, and musk.
About the brand:
Dolce & Gabbana was established in 1985 by two Italian fashion designers. Dolce & Gabbana has not only managed to build a loyal customer base in such a short span of time but it also partnered with Motorola and Sony Ericson for multiple campaigns. D&G has also partnered with football clubs namely AC Milan and Chelsea FC.",5,1 Rating,"['Dolce&Gabbana', 'Women', 'Perfume', 'Extravagant', 'Floral', '100 ml', '2017', 'Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.', 'Eau de Parfum', 'Lemon, Granny Smith Apple', 'Calendula, Jasmine', 'Amber wood, Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/dolce_gabbana_light_blue_eau_intense_edp_100_ml.jpg,Dolce&Gabbana,Women,Perfume,Extravagant,Floral,100 ml,2017,"Lemon, Granny Smith apple, Marigold, Jasmine, Amberwood, Musk.",Eau de Parfum,"Lemon, Granny Smith Apple","Calendula, Jasmine","Amber wood, Musk"
Lancome Poeme,335 SAR,"Lancome Poeme a floral oriental fragrance for women. A beautiful, rich, voluptuous, strong, deep and so smooth scent. You will get compliments a lot with this perfume!",none,none,"['Lancome', 'Women', 'Perfume', 'Romantic', 'Floral,Oriental', '100 ml', '1995', 'Black Currant, Plum, Green Notes, Mandarin Orange, Narcissus, Peach, Bergamot, Leather, Orange Blossom, Freesia, Jasmine, Ylang Ylang, Vanilla Flower, Tuberose, Rose, Tonka Bean, Amber, Musk, Vanilla, Cedar.', 'Eau de Parfum']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lancome_perfumes_poeme_for_women_eau_de_perfum.jpg,Lancome,Women,Perfume,Romantic,"Floral,Oriental",100 ml,1995,"Black Currant, Plum, Green Notes, Mandarin Orange, Narcissus, Peach, Bergamot, Leather, Orange Blossom, Freesia, Jasmine, Ylang Ylang, Vanilla Flower, Tuberose, Rose, Tonka Bean, Amber, Musk, Vanilla, Cedar.",Eau de Parfum,,,
Perry Ellis Perry Ellis 18,165 SAR,"It's an Eau de Parfum that has a delicate and fruity scent which is made with femininity in mind with a composition that begins with notes of Pear, Raspberry, Mojito, the heart notes of Nimfea, Pink Orchids that represents the essence of the parfume, and the base notes of Sandalwood, Vanilla which stays with you through out the day
About the brand:
Perry Ellis line expanded over time to include not just fashion but parfumes also. The first Perry Ellis fragrances, Perry Ellis for Women and Perry Ellis for Men, debuted in 1985.",none,none,"['Perry Ellis', 'Women', 'Perfume', 'Romantic', 'Floral', '100 ml', '2006', 'Raspberry, Pear, Water Lily, Orchid, Sandalwood, Vanille', 'Eau de Parfum', 'Pear, Raspberry, Mojito', 'Nimfea, Pink Orchids', 'Sandalwood, Vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_perry_ellis_perfumes_perry_ellis_18_for_women_eau_de_perfum.jpg,Perry Ellis,Women,Perfume,Romantic,Floral,100 ml,2006,"Raspberry, Pear, Water Lily, Orchid, Sandalwood, Vanille",Eau de Parfum,"Pear, Raspberry, Mojito","Nimfea, Pink Orchids","Sandalwood, Vanilla"
Paris Hilton Gold Rush,254 SAR,"Gold Rush by Paris Hilton was launched in the year 2016. The fragrance of the perfume takes inspiration from the enchanting beauty of Old Hollywood Glamour. The top notes contain Bergamot, Lemon, and Nectarine. The heart notes contain Velvet Orchid, Rose petals, and Violet. The base notes contain Praline, Vanilla, and Cashmere Wood.
About the brand:
The famous celebrity Paris Hilton has her own lines of shoes, handbags, watches, lashes, nails, sunglasses, clothing, and cosmetic collection. The collection of Paris Hilton holds a higher Brand Value. It has now become a global brand, and they have a wide range of fragrances. Their enticing perfume products add new feathers in the cap of the brand.",none,none,"['Paris Hilton', 'Women', 'Perfume', 'Glamorous', 'Floral', '100 ml', '2016', 'Bergamot, Lemon, Nectarine, Orchid, Rose Petals, Violet, Praline, Cashmere Wood, Vanilla.', 'Eau de Parfum', 'Lemon Zest, Bergamot, Nectarine Juice', 'Velvet Orchid, Rose, Violet', 'Vanilla Bean, Golden Praline, Cashmere Woods']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_paris_hilton_perfumes_gold_rush_for_women_eau_de_perfum.jpg,Paris Hilton,Women,Perfume,Glamorous,Floral,100 ml,2016,"Bergamot, Lemon, Nectarine, Orchid, Rose Petals, Violet, Praline, Cashmere Wood, Vanilla.",Eau de Parfum,"Lemon Zest, Bergamot, Nectarine Juice","Velvet Orchid, Rose, Violet","Vanilla Bean, Golden Praline, Cashmere Woods"
Paloma Picasso Paloma Picasso,240 SAR,"It's an Eau de Parfum that has an elegant floral fragrant with a Mediterranean temperament and is considered complex in its composition with top notes of Coriander, Angelica, Carnation that will grab your attention immediately, the heart notes of Ylang Ylang, Jasmine, Hyacinth that represents the essence of the parfume, and the base notes of Oakmoss, Patchouli, Sandalwood, Vetiver, And Tobacco which will linger on with you through out the day
About the brand:
Paloma Picasso has 6 parfumes. The earliest edition was created in 1984 and the newest is from 1996. Paloma Picasso fragrances were made in collaboration with L'Oreal.",none,none,"['Paloma Picasso', 'Women', 'Perfume', 'Natural', 'Woody', '50 ml', '1984', 'Coriander, Angelica, Carnation Ylang Ylang, Jasmine, Hyacinth Oakmoss, Patchouli, Sandalwood, Vetiver, And Tobacco', 'Eau de Parfum', 'Coriander, Angelica, Carnation', 'Ylang Ylang, Jasmine, Hyacinth', 'Oakmoss, Patchouli, Sandalwood, Vetiver, And Tobacco']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_paloma_picasso_perfumes_paloma_picasso_for_women_eau_de_perfum_100ml.jpg,Paloma Picasso,Women,Perfume,Natural,Woody,50 ml,1984,"Coriander, Angelica, Carnation Ylang Ylang, Jasmine, Hyacinth Oakmoss, Patchouli, Sandalwood, Vetiver, And Tobacco",Eau de Parfum,"Coriander, Angelica, Carnation","Ylang Ylang, Jasmine, Hyacinth","Oakmoss, Patchouli, Sandalwood, Vetiver, And Tobacco"
Paco Rabanne Ultraviolet,276 SAR,"This floral oriental fragrance for women has a warm sensual scent that comes in a stylish violet bottle. It features top notes of pimento, apricot, pepper, coriander and almond. The heart has a blend of rose, violet, jasmine, Japanese osmanthus, coming on a base of vanilla, amber, cedar and patchouli.
About the brand:
Paco Rabbane is a great name in the fashion industry. The approach of Paco Rabbane has been unconventional and revolutionary in both form and materials used that have led to a vast portfolio of couture and ready to wear fashion items.",none,none,"['Paco Rabanne', 'Women', 'Perfume', 'Glamorous', '13048', '80 ml', '1999', 'Pimento, Apricot, Pepper, Coriander, Almond, Rose, Violet, Jasmine, Japanese Osmanthus, Vanilla, Amber, Cedar, Patchouli', 'Eau de Parfum', 'Pimento, Apricot, Pepper, Coriander, Almond', 'Rose, Violet, Jasmine, Japanese Osmanthus', 'Vanilla, Amber, Cedar, Patchouli']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_paco_rabanne_perfumes_ultraviolet_for_women_eau_de_perfum.jpg,Paco Rabanne,Women,Perfume,Glamorous,13048,80 ml,1999,"Pimento, Apricot, Pepper, Coriander, Almond, Rose, Violet, Jasmine, Japanese Osmanthus, Vanilla, Amber, Cedar, Patchouli",Eau de Parfum,"Pimento, Apricot, Pepper, Coriander, Almond","Rose, Violet, Jasmine, Japanese Osmanthus","Vanilla, Amber, Cedar, Patchouli"
Mont Blanc Lady Emblem Elixir,201 SAR,"Lady Emblem Elixir is created for sophisticated, attractive, unique and fearless women. Top notes of damask rose diffused by a wave of honey and spices embody this new definition of femininity. The base of the fragrance reveals an intense woody signature with patchouli and vanilla. The Lady Emblem Elixir jewel bottle is partially coated with a precious pink gold metalization, expressing a world of luxury and sophistication.
About the brand:
The Mont Blanc is named after the snow-capped peak of the Alps. The firm has made a mark in the market for prestigious writing instruments for years, but has also expanded into a plethora of different product lines, from Swiss-made watches to eyewear and fragrances in an attempt to complete the luxurious lifestyle, all capped with the emblematic white peak design. The Mont Blanc has distinctive fragrances which are reminders of special moments, aimed at men and women who know how to distinguish themselves in a royal, elegant manner.",none,none,"['Mont Blanc', 'Women', 'Perfume', 'Feminine', 'Floral Oriental', '75 ml', '2016', 'Mandarin Orange, Pepper, Litchi, iris, Orange Blossom, Damask Rose, Jasmine, Patchouli, Sandalwood, Vanilla.', 'Eau de Parfum', 'Mandarin Orange, Pepper, Litchi', 'Iris, Orange Blossom, Damask Rose, Jasmine', 'Patchouli, Sandalwood, Vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_mont_blanc_perfumes_lady_emblem_elixir_for_women_eau_de_perfum.jpg,Mont Blanc,Women,Perfume,Feminine,Floral Oriental,75 ml,2016,"Mandarin Orange, Pepper, Litchi, iris, Orange Blossom, Damask Rose, Jasmine, Patchouli, Sandalwood, Vanilla.",Eau de Parfum,"Mandarin Orange, Pepper, Litchi","Iris, Orange Blossom, Damask Rose, Jasmine","Patchouli, Sandalwood, Vanilla"
