Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Boucheron Quatre En Rose Florale,484 SAR,"A feminine fragrance with soft bergamot and black currant that combines with peach flowers, jasmine and rose. This fragrance reveals your romantic secrets and sexy femininity with full force to enjoy a unique feeling that touches your soul with the first spray of parfume
About the brand:
Boucheron is a large French family whose founder was Friedrich Boucheron in 1958, the family became famous for making precious and luxurious jewelry and opened the first boutique at Place Vendôme in Paris to offer that jewelry to the public and then invaded the world of parfumes for the first time in 1988 and the first parfume launched in this year is parfume The women's Bushoron, which soon spread to France and abroad",none,none,"['Boucheron', 'Women', 'Perfume', 'Classical', 'Floral', '100 ml', '2018', 'Bergamot, black currant, mandarin, artemisia, peach blossom, jasmine, rose, vanilla, musk, vetiver, patchouli', 'Eau de Parfum', 'Bergamot, black currant, mandarin, Artemisia', 'Peach flowers, jasmine, rose', 'Vanilla, musk, vetiver, patchouli,']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_boucheron_perfumes_quatre_en_rose_florale_for_women_eau_de_perfum_3386460098465.jpg,Boucheron,Women,Perfume,Classical,Floral,100 ml,2018,"Bergamot, black currant, mandarin, artemisia, peach blossom, jasmine, rose, vanilla, musk, vetiver, patchouli",Eau de Parfum,"Bergamot, black currant, mandarin, Artemisia","Peach flowers, jasmine, rose","Vanilla, musk, vetiver, patchouli,"
Giorgio Armani Armani Code Profumo,109 SAR,"Armani Code Profumo by Giorgio Armani encompasses the masculine and sensual intensity of Armani Code. Its top notes are green mandarin, green apple and cardamom; middle notes are orange blossom, lavender and nutmeg; base notes are addictive tonka bean, glowing amber accord and leather.
About the brand:
Girogio Armani has no competition when it comes to quality fragrances and perfumes for men and women. With an annual turnover of $1.6 billion as of 2017, Armani specializes in ready-to-wear, accessories, glasses, cosmetics, and perfumes. It is one of the most popular brands that have stopped using animal fur in their products.",5,1 Rating,"['Giorgio Armani', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '110 ml', '2016', 'Tonka Bean, Amber, Leather, Nutmeg, Cardamom, Orange', 'Eau de Parfum', 'Green mandarin, Green apple, Cardamom', 'Orange blossom, Lavender, Nutmeg', 'Tonka bean, Amber, Leather']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_giorgio_armani_perfumes_armani_code_profumo_for_men_parfum.jpg,Giorgio Armani,Men,Perfume,Extravagant,Aromatic,110 ml,2016,"Tonka Bean, Amber, Leather, Nutmeg, Cardamom, Orange",Eau de Parfum,"Green mandarin, Green apple, Cardamom","Orange blossom, Lavender, Nutmeg","Tonka bean, Amber, Leather"
"Roberto Cavalli ""Roberto Cavalli""",129 SAR,"An oriental floral fragrance for women that gives you great comfort, energy, and love for life thanks to its amazing ingredients with a mixture of pink pepper, African orange blossom, and tonka bean.
About the brand:
Browse a wide range of original Roberto Cavalli perfumes, straight outta Italy. It would be safe to say that Roberto Cavalli has been successful in preserving its heritage and legacy.",5,7 Rating,"['Roberto Cavalli', 'Women', 'Perfume', 'Modern', 'Floral Oriental', '50 ml', '2012', 'Pink pepper, African orange flower, benzoin, tonka bean, vanilla.', 'Eau de Parfum', 'Pink pepper', 'African orange flower,', 'benzoin, tonka bean, vanilla.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/roberto_cavalli_roberto_cavalli_her_eau_de_parfum_1.jpg,Roberto Cavalli,Women,Perfume,Modern,Floral Oriental,50 ml,2012,"Pink pepper, African orange flower, benzoin, tonka bean, vanilla.",Eau de Parfum,Pink pepper,"African orange flower,","benzoin, tonka bean, vanilla."
Tom Ford Noir De Noir,1104 SAR,"Tome Ford Noir de Noir is a unisex parfume that has a dark oriental smell, distinguished by outstanding ingredients. The feminine and rich masculine flowers, vanilla, patchouli, agar wood, and oud add warm feelings to this dark oriental fragrance.
About the brand:
Tom Ford is a famous American designer who launched his brand in 2005 with the aim of redefining modern luxury. These include men's clothes, women's clothing, accessories, sunglasses and parfumes",none,none,"['Tom Ford', 'Unisex', 'Perfume', 'Natural', 'Mossy Woods', '50 ml', '2007', 'Saffron, black rose, tuber and floral scent, vanilla, patchouli, agarwood and oakmoss - oak moss.', 'Eau de Parfum', 'Saffron, black rose, tuber and floral scent', 'Vanilla and patchouli', 'Agar wood and oak moss']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_tom_ford_perfumes_noir_de_noir_for_unisex_eau_de_perfum.jpg,Tom Ford,Unisex,Perfume,Natural,Mossy Woods,50 ml,2007,"Saffron, black rose, tuber and floral scent, vanilla, patchouli, agarwood and oakmoss - oak moss.",Eau de Parfum,"Saffron, black rose, tuber and floral scent",Vanilla and patchouli,Agar wood and oak moss
Chopard Amber Malaki,295 SAR,"This soft oriental fragrance comes with warm and enigmatic touches that add mysterious sensuality with the sophisticated scent of amber. This scent captivated all hearts with its high sensation and unique beauty.
About the brand:
Chopard is emblematic of a natural, positive and responsible parfumery, Chopard places nature, ethics and luxury naturals at the very heart of its fragrance universe. Created by world-class parfumers and crafted from the highest quality ingredients and the most treasured naturals, responsibly sourced from across the world.",none,none,"['Chopard', 'Unisex', 'Perfume', 'Romantic', 'Soft Oriental', '80 ml', '2015', 'Amber, Pardi, orange blossom, incense, vanilla, ladenum', 'Eau de Parfum']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_chopard_perfumes_amber_malaki_eau_de_parfum_80mll.jpg,Chopard,Unisex,Perfume,Romantic,Soft Oriental,80 ml,2015,"Amber, Pardi, orange blossom, incense, vanilla, ladenum",Eau de Parfum,,,
Sedr Alkhaleej Zuhor Alreef Bakhour Haramy - 50 g,18 SAR,"This Arabian home incense specially designed with a pyramid shape that makes it easier to ignition for long hours and refreshes your senses with its refreshing and strong scent of citrus and delicious fruits that add comfort and delightful feeling in your home.
About the brand:
Sedr alkhaleej Perfumes is a Saudi Arab origin brand based in Jeddah, has excelled in the perfume industry with authentic Arab character, it produces a mixture of eastern and western perfumes, incense, air fresheners and body sprays, suitable for every sense with reasonable prices.",none,none,"['Sedr Alkhaleej', 'Bakhoor', 'Extravagant', 'Citrus', 'Citrus, rose, fruits, amber, sandalwood, musk', 'citrus fruits', 'Roses, fruits', 'Amber, sandalwood, musk']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6287001953243_sedr_alkhaleej_zuhor_alreef_bakhour_haramy_50g_gs-dmm_1.jpg,Sedr Alkhaleej,Bakhoor,Extravagant,Citrus,"Citrus, rose, fruits, amber, sandalwood, musk",citrus fruits,"Roses, fruits","Amber, sandalwood, musk",,,,
Gucci Bamboo EDP,286 SAR,"A floral woody fragrance to express femininity and confidence. It is the first choice for the modern women that seeks uniqueness. Use it to enjoy a graceful and gentle scent.
About the brand:
Gucci is a renowned Italian luxury brand of fashion and leather goods. From producing and selling luxury outerwear, leather bags, cashmere scarves and cosmetics products to releasing incredible fragrance ranges every now and then, Gucci has stayed on the top of the perfume market around the world.",none,none,"['Gucci', 'Women', 'Perfume', 'Feminine', 'Aromatic', '50 ml', '2015', 'Lily, Bergamot, Orange, Ylang-Ylang, Sandalwood, Vanilla', 'Eau de Parfum', 'bergamot', 'Orange blossom, Ylang ylang', 'Sandalwood, Tahitian vanilla, Ambergris']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_gucci_perfumes_bamboo_for_women_eau_de_parfum_c.jpg,Gucci,Women,Perfume,Feminine,Aromatic,50 ml,2015,"Lily, Bergamot, Orange, Ylang-Ylang, Sandalwood, Vanilla",Eau de Parfum,bergamot,"Orange blossom, Ylang ylang","Sandalwood, Tahitian vanilla, Ambergris"
Dunhill Icon,106 SAR,"Dunhill Icon by Alfred Dunhill is the perfect woody-aromatic cologne for the refined gentleman. A well-rounded citrus bouquet of fresh bergamot and neroli absolute set the stage for this classic aroma fougere. Spicy and aromatic black pepper crackle at the heart while lavender and cardamom smooth the experience into a rich memory. Smoky oud and leather base notes entice an aroma reminiscent of timeless luxury and grounded in the present through hints of fresh vetiver and oakmoss. The heavy metal bottle reflects the timelessness and quality of this scent created by perfumer Carlos Benaim. This cologne is sure to draw compliments in any environment.
About the brand:
Developed by Alfred Dunhill, Dunhill started as a line of accessories called ""Dunhill's Motorities"". This first collection included car horns and lamps, leather overcoats, goggles, picnic sets and timepieces, providing the company with the strap line of ""Everything But The Motor"". Within a few years, the business moved towards the luxury market, and by the late 1970s, the brand offered a range of 3,500 luxury products in more than 20 stores round the world.",none,none,"['Dunhill', 'Men', 'Perfume', 'Charismatic', 'Oud', '100 ml', '2015', 'Italian bergamot, Neroli absolute, Black pepper, Petitgrain,Cardamom, Provençal lavender, Sage, Juniper berry,Iris, Oud, Vetiver, Leather, Oakmoss', 'Eau de Parfum', 'Italian bergamot, Neroli absolute, Black pepper, Petitgrain', 'Cardamom, Provençal lavender, Sage, Juniper berry', 'Iris, Oud, Vetiver, Leather, Oakmoss']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_dunhill_perfumes_icon_for_men_eau_de_toilette.jpg,Dunhill,Men,Perfume,Charismatic,Oud,100 ml,2015,"Italian bergamot, Neroli absolute, Black pepper, Petitgrain,Cardamom, Provençal lavender, Sage, Juniper berry,Iris, Oud, Vetiver, Leather, Oakmoss",Eau de Parfum,"Italian bergamot, Neroli absolute, Black pepper, Petitgrain","Cardamom, Provençal lavender, Sage, Juniper berry","Iris, Oud, Vetiver, Leather, Oakmoss"
Dr. Vranjes Firenze Ginger Lime Diffuser - 250 ml,414 SAR,"A handcrafted home fragrance with citrus notes of bergamot and lemon that takes you to nature with its fresh and soft scent. It can be used in fragrance diffusers in your room, for a comfortable, relaxing environment.
About the brand:
An Italian company founded in 1983 that specializes in creating handmade perfumes in Florence, combining emotions and memories in a luxurious perfume bottle.",none,none,"['250 ml', 'Dr. Vranjes Firenze', 'Diffuser', 'Charismatic', 'Aquatic', ' Pure green ingredients include lime, ginger, lemon, vetiver, white pepper', '  Pure green ingredients include lime, ginger, lemon', 'Vetiver', '  White pepper']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8033196273585_dr_vranjes_ginger_lime_250_ml.jpg,250 ml,Dr. Vranjes Firenze,Diffuser,Charismatic,Aquatic," Pure green ingredients include lime, ginger, lemon, vetiver, white pepper","  Pure green ingredients include lime, ginger, lemon",Vetiver,  White pepper,,,
Juicy Couture Juicy Couture,208 SAR,"Never fear of standing out in a crowd, Juicy Couture seize the shameless boldness of a woman who marches to play on her own piano. It smells like Couture with a mix of water hyacinth, princess lily, and sweet caramel.
About the brand:
Juicy Couture is a fashion brand, it has become popular in designing men's tuxedos, and it also creates many different product lines such as Juicy Couture, Couture Couture, Juicy for Men, pets for children and pets as well. Then it released its first parfume in 2006 and its latest releases in 2020.",none,none,"['Juicy Couture', 'Women', 'Perfume', 'Romantic', 'Floral', '100 ml', '2006', 'Mandarin orange, African orange flower, grapefruit, jasmine, honeysuckle, plum, amber, vanilla, sandalwood', 'Eau de Parfum', 'Mandarin orange, African orange flower and grapefruit', 'jasmine, honeysuckle, plum', 'amber, vanilla, sandalwood']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/u/juicy_couture_eau_de_parfum.jpg,Juicy Couture,Women,Perfume,Romantic,Floral,100 ml,2006,"Mandarin orange, African orange flower, grapefruit, jasmine, honeysuckle, plum, amber, vanilla, sandalwood",Eau de Parfum,"Mandarin orange, African orange flower and grapefruit","jasmine, honeysuckle, plum","amber, vanilla, sandalwood"
Alwaleef Alwaleed Mabthoth,119 SAR,"Home Fragrance Oil gives your home a sophisticated oriental aroma with a touch of distinctive oud wood. Add a smart scent to your home, and a relaxed feeling.
About the brand:
Alwaleef Group was established in 2009 as the first establishment that focuses on the best types of essential oils. This brand provides a wonderful blend of excellent and authentic perfumes, it claims to be the first house of perfumes and incense that meets international standards in terms of the quality.",none,none,"['Alwaleef', 'Unisex', 'Bakhoor', 'Classical', 'Oud', 'Oud wood, Al-Waleef gold perfume', 'Al-Waleef gold perfume', 'Oud wood']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/n/e/new_2_6287006901225_1.jpg,Alwaleef,Unisex,Bakhoor,Classical,Oud,"Oud wood, Al-Waleef gold perfume",Al-Waleef gold perfume,Oud wood,,,,
Lalique Lalique,221 SAR,"Lalique is a floral woody fragrance for women. A soft, sweet, powdery and feminine scent, Lalique is a heavenly scent, like a mom’s embrace, warm family dinners or a walk on a fresh snow. The opening is lovely with warm oriental notes. A strong presence of Chinese gardenia is well-blended with Sicilian mandarin orange. Black currant accords unite with blackberry into a soft and soothing scent. The heart envelops the fruity notes. Peony, Tunisian orange blossom and Bulgarian rose bring about a sweet rush before magnolia and ylang-ylang join in to make the scent lovelier. The dry-down is exquisite with the warm balance of Indian sandalwood and Tibetan musk, soft amber, mystical Yugoslavian oakmoss and feminine cedar; all of which are smoothed by creamy vanilla.",none,none,"['Lalique', 'Women', 'Perfume', 'Masculine', 'Floral', '100 ml', '2016', 'iris, Rose, Jasmine, Blackberry, Pear, Cassis, White Musk, Sandalwood, Vanilla.', 'Eau de Parfum', 'Jasmine, Wallflower, Rose Essence, Orris', 'Pear, Blackberry, Blackcurrant Leaves', 'Mysore Sandalwood, Vanilla, White Musks']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lalique_perfumes_lalique_for_women_eau_de_perfum.jpg,Lalique,Women,Perfume,Masculine,Floral,100 ml,2016,"iris, Rose, Jasmine, Blackberry, Pear, Cassis, White Musk, Sandalwood, Vanilla.",Eau de Parfum,"Jasmine, Wallflower, Rose Essence, Orris","Pear, Blackberry, Blackcurrant Leaves","Mysore Sandalwood, Vanilla, White Musks"
Calvin Klein Eternity Women,153 SAR,"It is an all-time perfume filled with femininity and elegance, as it is inspired by the ideal of love and enduring familiarity, and this wonderful fragrance is a blend of white floral essence that carries warm woody scents for a more sparkling and attractive fragrance.
About the brand:
Calvin Richard Klein founded the global brand ""Calvin Klein"" in 1968. She started in the clothing industry and then moved on to presenting watches, jewelry, and feminine and masculine perfumes that captivate everyone from the first whiff.",none,none,"['Calvin Klein', 'Women', 'Perfume', 'Classical', 'Fruity', '100 ml', '-', 'freesia, mandarin, sage, white lily, marigold, narcisse, patchouli, sandawood, amber', 'Eau de Parfum', 'freesia, mandarin, sage, white lily', 'marigold, narcisse, patchouli', 'sandawood, amber']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/calvin_klein_eternity.jpg,Calvin Klein,Women,Perfume,Classical,Fruity,100 ml,-,"freesia, mandarin, sage, white lily, marigold, narcisse, patchouli, sandawood, amber",Eau de Parfum,"freesia, mandarin, sage, white lily","marigold, narcisse, patchouli","sandawood, amber"
Dr. Vranjes Firenze Oud Nobile Spray - 25 ml,97 SAR,"It's an air freshener spray with a luxurious oriental scent of authentic oud mixed with the freshness of incense and the warmth of incense and myrrh. It comes to you in a distinctive gift box to present it to your beloved ones or whoever wants to try the home fragrance.
About the brand:
Dr. Vranjes Firenze is an Italian brand with more than 35 years of experience and professionalism in luxurious home fragrances and scented candles that come in a decorative pot to add a distinctive touch to the beauty of your house.",none,none,"['25 ml', 'Dr. Vranjes Firenze', 'Room Spray', 'Charismatic', 'Oriental', 'Bergamot, Oud, Myrrh, Incense', 'Bergamot', 'Oud', 'Myrrh, Incense']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8033196270041-dr.-vranjes-firenze-cofanetto-25-duomo---oud-nobile-1.png,25 ml,Dr. Vranjes Firenze,Room Spray,Charismatic,Oriental,"Bergamot, Oud, Myrrh, Incense",Bergamot,Oud,"Myrrh, Incense",,,
Viktor & Rolf Flower Bomb,492 SAR,"An oriental floral fragrance made from high quality essential oils, it is considered one of the best selling parfumes in the world. FlowerBomb is a perfect fit for anything you wear, whatever your mood, this feminine parfume envelopes you in a bouquet of distinctive floral sensations and creates an exceptional impression that lasts until the end of the day.
About the brand:
One of the Dutch fashion houses specializing in creating innovative and exquisite designs. It was founded by Dutch designers Viktor Hursting and Rolf Snoren in 1993. It entered the world of parfumes in 2004, with parfumes that became very popular all over the world and currently owns a group of 34 parfumes.",5,2 Rating,"['Viktor & Rolf', 'Women', 'Perfume', 'Feminine', 'Floral Oriental', '50 ml', '2005', 'bergamot, tea, ottamentos, jasmine, african orange flower, freesia, rose, orchid, musk and patchouli', 'Eau de Parfum', 'bergamot, tea and ottamentos', 'jasmine, african orange flower, freesia, rose and orchid', 'musk and patchouli']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/i/viktor_rolf_flowerbomb_eau_de_parfum_2.jpg,Viktor & Rolf,Women,Perfume,Feminine,Floral Oriental,50 ml,2005,"bergamot, tea, ottamentos, jasmine, african orange flower, freesia, rose, orchid, musk and patchouli",Eau de Parfum,"bergamot, tea and ottamentos","jasmine, african orange flower, freesia, rose and orchid",musk and patchouli
Dunhill D,123 SAR,"With a spicy, fresh opening consisting of lemon, pepper, and spearmint, D by Alfred Dunhill, is warm and refreshing and is as good for everyday wear as it is for a weekend adventure. The middle layer of lavender, geranium, and lily of the valley is decidedly floral, yet manages to stay light and springy. Woody notes of sandalwood and cedar mix with vanilla in the base layer which helps tame the spice from the top layer and tones down the floral notes of the middle layer. Released in 1996, D is a fragrance with longevity that will last into the evening and has a moderate to heavy sillage.
About the brand:
Developed by Alfred Dunhill, Dunhill started as a line of accessories called ""Dunhill's Motorities"". This first collection included car horns and lamps, leather overcoats, goggles, picnic sets and timepieces, providing the company with the strap line of ""Everything But The Motor"". Within a few years, the business moved towards the luxury market, and by the late 1970s, the brand offered a range of 3,500 luxury products in more than 20 stores round the world.",3,2 Rating,"['Dunhill', 'Men', 'Perfume', 'Charismatic', '100 ml', 'Palisander Rosewood, Amalfi Lemon, Mandarin Orange< Pepper, Mint, Cypress, Lavender, Jasmine, Geranium, Freesia, Rose, Lily-of-the-vally, Musk, Sandalwood, Oak moss, Virginia Cedar, Amber, Tonka Bean, Vanille', 'Eau de Toilette', 'Jasmine, Rosewood, Cypress, Mandarin', 'Geranium, Wild Rose, Spearmint', 'Musk, Sandalwood']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_dunhill_perfumes_d_for_men_eau_de_toilette_85715805515.jpg,Dunhill,Men,Perfume,Charismatic,100 ml,"Palisander Rosewood, Amalfi Lemon, Mandarin Orange< Pepper, Mint, Cypress, Lavender, Jasmine, Geranium, Freesia, Rose, Lily-of-the-vally, Musk, Sandalwood, Oak moss, Virginia Cedar, Amber, Tonka Bean, Vanille",Eau de Toilette,"Jasmine, Rosewood, Cypress, Mandarin","Geranium, Wild Rose, Spearmint","Musk, Sandalwood",,
Guerlain Mon Guerlain,483 SAR,"Guerlain Mon Guerlain is an ideal perfume for an inspirational woman. This fragrance was inspired by women’s dreams, ambitions and choices. It delivers an elixir for elegance and femininity. The opening is audacious and fresh with lavender and bergamot. Sambac jasmine and vanilla occupy the heart giving the fragrance subtlety. Sandalwood at the dry-down gives the scent a mysterious feel. Guerlain Mon Guerlain is a soft and calming fragrance that is unique in its breathtaking composition and beautiful bottle. The classical bottle is charming in its own simple design, taut lines and sensual curves.",5,2 Rating,"['Guerlain', 'Women', 'Perfume', 'Feminine', 'Woody Oriental', '100 ml', '2016', 'Vanilla, Lavender, Coumarin, Iris, Australian Sandalwood, Jasmine Sambac, Bergamot', 'Eau de Parfum', 'Bergamot, True Lavender', 'Indian jasmine Sambac, Iris', 'Tahitian Vanilla, Australian Sandalwood']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_guerlain_perfumes_mon_guerlain_for_woman_eau_de_parfum.jpg,Guerlain,Women,Perfume,Feminine,Woody Oriental,100 ml,2016,"Vanilla, Lavender, Coumarin, Iris, Australian Sandalwood, Jasmine Sambac, Bergamot",Eau de Parfum,"Bergamot, True Lavender","Indian jasmine Sambac, Iris","Tahitian Vanilla, Australian Sandalwood"
Hugo Boss The Scent For Him,229 SAR,"This oriental perfume has a fragrant scent texture, and is one of the ideal perfumes that smells strong and lasts as long as possible. Perfume for all seasons, day and night!
About the brand:
Founded in 1925 by Hugo Boss for clothing launching purpose, Hugo Boss is a German luxury fashion house. As of 2016, Hugo Boss has 1,100 retail stores worldwide. Hugo Boss has emerged as probably one of the most famous brands in the manufacturing and selling of fashion products. With a strong emphasis on both masculine and feminine products, you simply cannot help but fall in love with their perfumes..",4.83,4 Rating,"['Hugo Boss', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2015', 'Ginger, Maninka fruit, Leather', 'Eau de Toilette', 'Ginger', 'Maninka fruit', 'Leather']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_hugo_boss_the_scent_for_men_eau_de_toilette.jpg,Hugo Boss,Men,Perfume,Extravagant,Aromatic,100 ml,2015,"Ginger, Maninka fruit, Leather",Eau de Toilette,Ginger,Maninka fruit,Leather
Lancôme L'Outre Oud,612 SAR,"This oriental woody fragrance for men is inspired by an exciting journey to the east, which is full of mystery to make you more attractive. The fantastic composition of myrrh, patchouli and saffron embodies the mythical tree placed between light and shadow, tenderness and sensuality.
About the brand:
Lancôme was founded in 1935 by Guillaume d'Ornano and his business partner Armand Petitjean in France. It became a part of L'Oréal in 1964 It offers skincare, fragrances, and makeup. Its products are known for its high quality.",5,1 Rating,"['Lancome', 'Unisex', 'Perfume', 'Natural', 'Woody', '75 ml', '2012', 'Saffron, cypriol, labdanum, clary sage, Turkish rose, Bulgaria rose, guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut', 'Eau de Parfum', 'Saffron, cypriol, labdanum, clary sage', 'Turkish rose, Bulgaria rose', 'guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lancome_oud_eau_de_parfum_1.jpg,Lancome,Unisex,Perfume,Natural,Woody,75 ml,2012,"Saffron, cypriol, labdanum, clary sage, Turkish rose, Bulgaria rose, guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut",Eau de Parfum,"Saffron, cypriol, labdanum, clary sage","Turkish rose, Bulgaria rose","guaiac wood, patchouli, vetiver, amyris wood, moss, gunjun balm, myrrh asolut"
Montale Roses Musk,359 SAR,"Roses Musk by Montale has a floral fragrance that has a woody touch. It is specially crafted for women. It was introduced in the year 2009. The perfumer of this perfume is Pierre Montale. The notes of the fragrance have accords of rose, jasmine, and musk.
About the brand:
Montale was established in 2003 by Pierre Montale in Paris. Montale creates fragrance from natural ingredients, which makes the fragrance long-lasting. The liquid comes in a special aluminum bottle to protect the fragrance from light. Montale has a variety of fragrances for both men and women.",3.5,2 Rating,"['Montale', 'Unisex', 'Perfume', 'Charismatic', 'Floral', '100 ml', '2009', 'Rose, Jasmine, Musk, Amber', 'Eau de Parfum', 'Rose Petals, Neroli And Lychee', 'Jasmine', 'Amber And Musk']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_montale_perfumes_montale_rose_mus_for_men_and_women_eau_de_parfum-3.jpg,Montale,Unisex,Perfume,Charismatic,Floral,100 ml,2009,"Rose, Jasmine, Musk, Amber",Eau de Parfum,"Rose Petals, Neroli And Lychee",Jasmine,Amber And Musk
Mabkharat Alemarat Frankincense Cambodian Oud - 60 g,79 SAR,"Incense made from the finest types of Arabic frankincense mixed with pure aromatic oil of the amazing scent of Cambodian oud for a long-lasting, wonderful scent that inspires feelings of joy and happiness withing everyone.
About the brand:
Mabkharat Alemarat Company is one of the specialized companies, that has been in the market for more than 13 years, selling incense products, fragrances and oriental accessories.",none,none,"['Mabkharat Alemarat', 'Unisex', 'Bakhoor', 'Glamorous', 'Oud', 'Frankincense, Cambodian Oud Essential Oil, Oud']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6287006907876_mabkharat_alemarat_-_frankincense_cambodian_oud_1.jpg,Mabkharat Alemarat,Unisex,Bakhoor,Glamorous,Oud,"Frankincense, Cambodian Oud Essential Oil, Oud",,,,,,
Davidoff The Game,114 SAR,"This dazzling fragrance made for risk-takers and self-confident men that fill with sensual and seductive feel to win the heart of who they love.
About the brand:
The Zino Davidoff Group is a Swiss-based family business and has grown organically over the years from our home in Switzerland. Our founder, Zino Davidoff is at the heart of the brand and inspires all that we do – our collection of products reflect his natural elegance and appreciation of fine quality, style, authenticity and good living.",4.5,4 Rating,"['Davidoff', 'Men', 'Perfume', 'Natural', 'Woody', '100 ml', '2012', 'Juniper berries, polytheism, precious woods, iris, ebony', 'Eau de Toilette', 'Juniper berries, polytheism', 'Precious wood, iris', 'Ebony wood']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/a/davidoff_the_game_eau_de_toilette_1.jpg,Davidoff,Men,Perfume,Natural,Woody,100 ml,2012,"Juniper berries, polytheism, precious woods, iris, ebony",Eau de Toilette,"Juniper berries, polytheism","Precious wood, iris",Ebony wood
Nikos Sculpture Homme,97 SAR,"A refreshing and elegant oriental fragrance for men, ideal for all occasions, with a luxurious blend of citrus (mandarin, bergamot and lemon) and spices notes, lavender and wood to enjoy a long-lasting exciting scent and self-confidence.
About the brand:
Nikos is a German parfume house that was Founded in 1994, focusing on clothes and jewelry, and its first breakthrough in the local and international markets came after the impressive success of the Sculpture Homme fragrance for men. It features unique fragrances and strong notes that suit all occassions.",4.5,2 Rating,"['Nikos', 'Men', 'Perfume', 'Charismatic', 'Oriental', '100 ml', '1995', 'Orange Blossom, Lemon,Tonka Bean, Benzoin, Bergamot, Amber, Jasmine', 'Eau de Toilette', 'Orange sprouts, mandarin, bergamot, lemon', 'jasmine, lily of the valley, rose, geranium', 'tonka, amber, benzoin, cedar.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_nikos_perfumes_sculpture_for_men_eau_de_toilette.jpg,Nikos,Men,Perfume,Charismatic,Oriental,100 ml,1995,"Orange Blossom, Lemon,Tonka Bean, Benzoin, Bergamot, Amber, Jasmine",Eau de Toilette,"Orange sprouts, mandarin, bergamot, lemon","jasmine, lily of the valley, rose, geranium","tonka, amber, benzoin, cedar."
