Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
La Perla La Mia Perla,126 SAR,none,Mancera,Unisex,Perfume,Floral,Charismatic,2017,"Citruses, Cranberry, White Peach, iris, Bulgarian Rose, Indian, Jasmine, Patchouli Leaf, White Musk, Blackberry, Raspberry, Amber",Eau de Parfum,"Citrus, Cranberry, White peach","Iris, Bulgarian rose, Indian jasmine, Patchouli","Black,Gold",120 ml
Hugo Boss The Scent Intense For Her,544 SAR,none,Mancera,Unisex,Perfume,Floral,Charismatic,2017,"Citruses, Cranberry, White Peach, iris, Bulgarian Rose, Indian, Jasmine, Patchouli Leaf, White Musk, Blackberry, Raspberry, Amber",Eau de Parfum,"Citrus, Cranberry, White peach","Iris, Bulgarian rose, Indian jasmine, Patchouli","Black,Gold",120 ml
Elie Saab Girl Of Now,294 SAR,none,Mancera,Unisex,Perfume,Floral,Charismatic,2017,"Citruses, Cranberry, White Peach, iris, Bulgarian Rose, Indian, Jasmine, Patchouli Leaf, White Musk, Blackberry, Raspberry, Amber",Eau de Parfum,"Citrus, Cranberry, White peach","Iris, Bulgarian rose, Indian jasmine, Patchouli","Black,Gold",120 ml
Dunhill Icon Racing,105 SAR,3.5,Dunhill,Men,Perfume,Oriental,Charismatic,2006,"Bergamot, Grapefruit, Cardamom,Orange blossom, Lavender, Black pepper,Gaiac wood, Vetiver, Musk",Eau de Parfum,"Bergamot, Grapefruit, Cardamom","Orange blossom, Lavender, Black pepper","Green,Silver",100 ml
Abercrombie & Fitch First Instinct For Her,216 SAR,3,Abercrombie & Fitch,Women,Perfume,Floral Oriental,Charismatic,2017,"grapefruit, passionfruit, magnolia, orange blossom, butterfly orchid, tonka bean, amber.",Eau de Parfum,"grapefruit, passionfruit, magnolia,","orange blossom, butterfly orchid",Pink,100 ml
Korloff Ultimate Man Voyager Collection,158 SAR,none,Abercrombie & Fitch,Women,Perfume,Floral Oriental,Charismatic,2017,"grapefruit, passionfruit, magnolia, orange blossom, butterfly orchid, tonka bean, amber.",Eau de Parfum,"grapefruit, passionfruit, magnolia,","orange blossom, butterfly orchid",Pink,100 ml
Korloff Lady Intense,223 SAR,none,Abercrombie & Fitch,Women,Perfume,Floral Oriental,Charismatic,2017,"grapefruit, passionfruit, magnolia, orange blossom, butterfly orchid, tonka bean, amber.",Eau de Parfum,"grapefruit, passionfruit, magnolia,","orange blossom, butterfly orchid",Pink,100 ml
Elizabeth Taylor White Diamonds,147 SAR,none,Abercrombie & Fitch,Women,Perfume,Floral Oriental,Charismatic,2017,"grapefruit, passionfruit, magnolia, orange blossom, butterfly orchid, tonka bean, amber.",Eau de Parfum,"grapefruit, passionfruit, magnolia,","orange blossom, butterfly orchid",Pink,100 ml
Tommy Hilfiger Tommy Girl,168 SAR,5,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Cartier La Panthere Edition Soir,523 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Loewe Esencia Loewe Pour Homme,547 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Givenchy Dahlia Divin Eau de Parfum Nude,347 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Calvin Klein Obsessed For Women,564 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Calvin Klein Obsessed For Women,564 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Calvin Klein Obsessed For Women,564 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Calvin Klein Obsessed For Women,564 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Calvin Klein Obsessed For Women,564 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Calvin Klein Obsessed For Men,221 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Michael Kors Exreme Speed,314 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Phantasma EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Melancolia EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Buveur De Vent EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Tapis Volant EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Fleur De Sable EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Bête Humaine EDP,1200 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Belle Bete EDP,1200 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Peau de Bete EDP,1200 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Bloody Wood EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Bello Rabelo EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Désert Suave EDP,579 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Fleuve Tendre EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Ile Pourpre EDP,580 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Dom Rosa EDP,580 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Fortis EDP,875 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Liquides Imaginaires Sancti EDP,580 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Kholasaat Generous Black EDP,420 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Ajwaak Vanilla Musk EDP,129 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Ajwaak Blueberry Musk EDP,129 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Ajwaak Powder Musk EDP,129 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Ajwaak Special Musk EDP,129 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Ajwaak Lilac Musk EDP,129 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Ajwaak Pomegranate Musk EDP,129 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Yantami Alif No.1 EDP - 50 ml,149 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Brands Me Alromman Musk EDP,79 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Brands Me Alkhokh Musk EDP,79 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Brands Me Al3aroos Musk EDP,79 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Brands Me Vanilla Musk EDP,79 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Brands Me Tout Musk EDP,79 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Burberry Weekend Women,164 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Candy Addict Lights ON-OFF Partner Set,199 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Memo Paris Escales Extraordinaires French Leather Rose Special Box EDP,913 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Estée Lauder Modern Muse Le Rouge,533 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Candy Addict Lights OFF EDP - 50 ml,159 SAR,none,Tommy Hilfiger,Women,Perfume,Citrus,Dynamic,1996,"Black Currant, Camelia, Mandarin, Orange, Apple Tree Blossom, Honeysuckle, Lily, Violet, Mint, Grapefruit, Lemon, Rose, Magnolia, Leather, Sandalwood, Jasmine, Cedar",Eau de Toilette,"Black currant, mandarin orange and apple tree blossom.","Honeysuckle, violet lily, mint, grapefruit, lemon, and rose.",Silver,100 ml
Estée Lauder Modern Muse Chic,251 SAR,5,Estée Lauder,Women,Perfume,Floral,Romantic,2014,"Plum, Davana, Jasmine Sambac, Tuberose, Stargazer Lily, Cashmere Wood, Oud, Labdanum, Patchouli, Suede Musk, Madagascan Vanilla",Eau de Parfum,"Plum, Davana","Jasmine Sambac, Tuberose, Stargazer Lily","Gold,Pink",100 ml
